,AEW541,AEW541_IC_50,Nilotinib,Nilotinib_IC_50,17-AAG,17-AAG_IC_50,PHA-665752,PHA-665752_IC_50,Lapatinib,Lapatinib_IC_50,Nutlin-3,Nutlin-3_IC_50,AZD0530,AZD0530_IC_50,PF2341066,PF2341066_IC_50,L-685458,L-685458_IC_50,ZD-6474,ZD-6474_IC_50,Panobinostat,Panobinostat_IC_50,Sorafenib,Sorafenib_IC_50,Irinotecan,Irinotecan_IC_50,Topotecan,Topotecan_IC_50,LBW242,LBW242_IC_50,PD-0325901,PD-0325901_IC_50,PD-0332991,PD-0332991_IC_50,Paclitaxel,Paclitaxel_IC_50,AZD6244,AZD6244_IC_50,PLX4720,PLX4720_IC_50,RAF265,RAF265_IC_50,TAE684,TAE684_IC_50,TKI258,TKI258_IC_50,Erlotinib,Erlotinib_IC_50
ONCODG1_OVARY,0.6896,8,0.6137,8,3.252,0.212087214,0.142,8,0.8549,8,0.1837,8,1.508,2.222901344,0.4426,8,0.7935,8,1.581,4.47241497,4.0304,0.102725372,0.4858,8,2.6162,0.569973826,2.833,0.544737399,0.2671,8,1.0343,8,0.501,8,6.6738,0.010235737,0.528,8,0.396,8,1.8703,1.681892991,0.8336,3.90438199,0.8046,8,1.0886,7.971845627
RPMI7951_SKIN,0.9825,6.750865459,NA,NA,5.8391,0.015701033,0.7986,8,0.212,8,0.2262,8,0.8065,8,0.9346,4.252909184,0.217,8,1.2281,5.905322552,4.7622,0.043707892,0.1968,8,NA,NA,3.4621,0.219252735,0.5193,8,1.5961,8,NA,NA,6.9914,0.0025,1.1178,8,0.54,8,1.3954,2.405388594,1.0404,3.649759531,0.6471,8,0.172,8
WM983B_SKIN,2.3048,1.557569027,1.9258,7.791449547,3.9403,0.050495461,1.3292,5.509027004,2.28,5.689120293,1.6994,8,2.4621,3.326862335,1.5978,6.312064648,0.6315,7.839232445,2.2778,3.646733046,4.4884,0.121470533,1.4692,7.312819004,2.4694,0.385578249,2.8592,0.116963974,1.3679,8,6.3027,0.006414421,3.2376,0.512926102,5.6824,0.007563737,4.8064,0.087770343,3.138,0.51123476,3.6745,0.366968244,3.2014,0.441951066,1.7524,6.663559496,0.981,8
LS513_LARGE_INTESTINE,2.5798,0.539358318,1.4159,8,4.3214,0.029090017,1.4464,8,2.1057,2.88055253,1.4657,8,0.9041,8,0.6926,7.25318718,0.8321,2.149791987,1.7525,8,5.166,0.053821929,0.9539,8,2.7359,0.218933001,4.0027,0.717250442,0.3439,8,4.8546,0.031874225,1.3037,4.528065205,4.8331,0.018824603,2.6515,0.436459094,0.2252,8,2.0386,1.083319849,2.7267,0.156419605,1.9045,0.950847836,1.5967,8
NCIH2286_LUNG,0.8707,8,2.2442,2.386837244,5.2895,0.034514762,0.9438,8,1.7222,7.359588146,2.3462,8,2.0052,3.633536339,2.2926,5.16068697,0.8573,7.965235233,1.8289,8,4.8471,0.041530162,1.2132,7.001390934,4.9054,0.07240358,5.3799,0.035901897,0.692,8,3.2309,1.984133124,2.3797,1.427565255,6.627,0.004381975,2.8138,8,1.2174,6.033330441,3.5476,0.183091342,3.3459,0.680661559,2.4923,1.19476676,1.2231,6.048270702
NCIH1339_LUNG,0.645,8,0.9951,7.78498888,4.4088,0.027336583,0.4951,8,0.4067,8,1.2283,8,1.137,8,1.0166,8,0.312,8,1.0475,8,4.3192,0.072412476,0.7501,5.292191029,3.5342,0.15753369,3.7848,0.153223231,0.7641,8,1.4276,8,0.8939,8,6.0005,0.014453353,1.3757,8,0.3552,8,1.5553,4.130254745,1.3743,8,0.6937,8,0.1102,8
WM793_SKIN,1.2364,3.232205868,0.708,6.826157093,5.6352,0.053718675,0.8487,8,0.6875,4.641665936,0.862,8,0.8811,8,0.6696,8,0.7809,6.30160141,1.3319,8,4.05,0.094191171,0.1739,8,4.4759,0.054842666,3.6274,0.149452567,1.8878,8,3.0477,0.22173892,1.4922,2.277235031,5.6275,0.009883286,2.07,8,1.3967,8,2.3233,0.838038385,0.9968,6.179851532,1.1986,4.039271832,0.07185,8
MDAMB435S_SKIN,1.3564,5.687198162,1.0356,6.421111584,2.9144,0.076227158,0.4811,8,0.5271,8,1.5895,8,0.9781,8,0.926,7.293634415,0.3488,8,1.1044,8,4.4665,0.057993092,0.6186,8,3.0189,0.392551422,3.6949,0.252718359,0.3143,8,4.4123,0.027077457,1.7566,1.484700203,7.026,0.003195678,3.0278,0.421585709,1.7858,2.312842846,1.8795,2.911158323,2.255,1.026632547,0.4622,8,0.2052,8
WM1799_SKIN,0.7741,8,0.9846,7.204105377,3.7607,0.06831377,0.6148,8,0.394,8,1.0335,8,1.2506,8,0.3513,8,0.3853,8,0.9963,8,3.5298,0.195083842,1.0246,8,2.4335,1.036122918,3.0344,1.031485558,0.8199,8,3.8317,0.036501385,1.0667,8,4.8909,0.020549456,2.9523,0.350596309,1.9707,1.226397991,2.7048,0.206871137,1.0123,8,1.1025,7.411664486,0.6819,8
MEWO_SKIN,0.3319,8,0,8,2.3806,8,0.4424,8,0,8,0,8,0.08418,8,0.3369,8,1.0702,8,0.6093,8,3.6394,0.106519528,0.4461,8,0.9154,1.513760471,0.4341,8,1.0106,8,0.9748,8,1.0396,8,3.5542,0.023242673,0.3584,8,0.1847,8,0.9187,8,0.8891,6.019351482,0.2702,8,0.002914,8
WM88_SKIN,1.6441,2.732996702,0.6898,6.776633263,4.5972,0.041547392,0.1746,8,0.1094,8,0.6133,8,0.5142,8,0.5136,8,0.2364,8,0.7113,8,4.2388,0.095287047,0.7236,8,3.6776,0.245181203,2.8429,0.76815635,0.1151,8,6.2069,0.003394654,0.5886,8,5.0682,0.005031998,4.1904,0.051433355,3.4382,0.204083994,2.9728,0.311537147,0.6657,8,1.1354,6.139542103,0.242,8
NCIH1092_LUNG,0.5824,8,0.1775,8,1.0754,8,0,8,0.2613,8,0.06517,8,0,8,0.286,8,0.004055,8,0.3715,8,3.5793,0.066620357,0,8,3.195,0.142945096,2.8124,0.433359116,0,8,0,8,0,8,1.7118,8,0.4517,8,0.06505,8,0.6779,8,0,8,0.5458,8,0.06946,8
JHH6_LIVER,0.05775,8,0.02888,8,2.2829,0.223785281,0,8,0,8,0.1078,8,0.3986,8,0.1223,8,0.08491,8,1.0895,8,2.822,0.175730899,0.02019,8,0.5917,3.094129562,0.1861,8,0.0335,8,0.1574,8,0.03619,8,2.9703,0.020159863,0,8,0.05661,8,0.3966,8,0.03916,8,0.1206,8,0.01655,8
SUIT2_PANCREAS,0.9113,8,0.05218,8,2.3478,0.652435839,0.2108,7.365355968,0.1841,8,0.2685,8,1.011,4.957104683,0.2423,8,0.05559,8,0.7193,3.776390924,3.1656,0.156946719,0.6344,7.185978889,3.4227,0.122101009,3.5594,0.055478178,0.2473,8,3.014,0.168788165,0.3509,8,3.2842,0.297967613,2.0782,0.552702963,0.2664,8,1.8839,1.740614414,0.9789,4.501640797,0.9148,4.828212738,0.9399,8
LC1SQSF_LUNG,0.6989,8,0.1196,8,2.7908,0.289881378,0.1752,8,0.2258,8,0.2632,8,0.2975,8,0,8,0.06129,8,1.1718,5.514276505,3.7921,0.14255695,0.05495,8,NA,NA,1.0455,6.929805756,0.3358,8,1.719,8,0.2417,8,5.3331,0.024235912,0.9039,8,0.08837,8,0.9703,7.371242046,0.3709,8,0.6056,8,0.7528,8
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1908,8,0.1514,8,4.1261,0.097292751,0.5715,8,0,8,0.312,8,0,8,1.7536,1.823100448,0.3893,8,0.3674,8,5.489,0.013358067,0.04683,8,5.0054,0.028892279,4.3541,0.077504747,3.1432,0.178292364,1.5185,1.158368349,0.7352,5.921947002,7.6077,0.002542614,1.0256,6.54872036,0.1102,8,0.5358,2.444148315,4.0199,0.093504936,0.08662,8,0,8
SKHEP1_LIVER,0.8338,8,0.1774,8,1.9799,0.230151474,0.005834,8,0.1027,8,0.8066,8,0,8,0.3791,7.517156124,0,8,0.2105,8,3.5627,0.040991407,0.3457,8,1.9584,0.494542003,1.9181,0.828171253,0.3588,8,1.683,8,0.3311,8,4.968,0.0025,1.2855,8,0.4923,8,2.3493,0.173974246,0.4886,4.221798744,1.1864,2.080938578,0.3647,7.896037102
OVCAR8_OVARY,0.6409,6.789673858,0.6021,7.570580006,4.0967,0.146128953,0.4074,8,1.0963,5.095930576,0.08894,8,1.0565,3.547168732,1.0091,7.620050907,0.2157,8,0.8507,8,5.1246,0.025208008,0.9127,6.164680958,4.2914,0.076275177,4.034,0.076904632,0.07678,8,1.0265,8,0,8,6.193,0.005111858,0.3024,8,0.1871,8,1.7808,2.696382523,0.7201,6.886720181,1.1174,6.025920391,0.532,8
NCIH2172_LUNG,0.4366,8,0.07936,8,1.7525,0.005899465,0.2135,8,0.03765,8,0.05811,8,0.1918,8,0.4162,8,0,8,0.4416,8,NA,NA,0.3295,0.026705228,0.9265,0.002771225,0.0547,8,0.5285,0.014610312,0.2755,8,0.04726,8,2.1174,0.0025,0.3521,0.002542614,0.7171,8,0.1744,8,0.4014,3.548501577,0.2366,8,0.198,8
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,0.6813,8,NA,NA,4.4612,0.097911984,1.4672,8,0.9137,8,1.2014,8,0.8908,8,0.9138,8,0.5113,8,1.9159,2.800529718,5.2869,0.021153854,0.863,8,NA,NA,3.489,0.520882368,1.8825,8,1.396,8,NA,NA,7.0334,0.003553285,1.2402,8,0.6903,8,NA,NA,1.4667,0.331912686,1.8453,0.911898995,1.7752,8
NCIH650_LUNG,0.7852,7.875080109,0.1037,8,3.3292,0.306331158,0.5756,8,0.1778,8,0,8,0,8,0.389,8,0,8,0.861,8,3.4858,0.145700812,0.07339,8,NA,NA,1.8313,1.197357535,0.5809,8,0.5376,8,0.1045,8,4.2852,0.002542614,0.5544,8,0.03584,8,1.4552,2.341225863,0.5029,8,0.5932,8,0.04207,8
SW1573_LUNG,1.3222,2.993928194,NA,NA,2.0416,8,0.4133,8,0.3101,8,0.4564,8,0.6893,8,0.6794,8,0.2926,8,0.5897,8,3.9544,0.098110721,0.3386,8,NA,NA,4.6127,0.045900285,0.517,8,1.3967,8,NA,NA,3.8372,0.015798051,0.9396,8,0.4281,8,NA,NA,1.4503,3.088858128,1.0356,6.780694485,0.3446,8
OVMANA_OVARY,1.0259,6.485648155,0.2676,8,2.7475,0.364703447,0.1321,8,0.6579,8,0.6969,8,1.6191,3.485108137,0.8049,8,0.2392,8,0.9599,8,3.3768,0.166736796,0.7517,8,2.3485,2.627765656,2.4824,2.304437637,1.05,8,0.3681,8,0.2611,8,2.7268,8,0.623,8,0.7003,8,1.5302,8,1.112,3.367275715,0.2215,8,0.03859,8
SKCO1_LARGE_INTESTINE,1.1108,5.90115118,1.199,0.15920667,3.9465,0.055818412,0.2464,8,1.0674,0.715620146,0.5605,8,1.7353,3.300038099,0.8491,8,1.0297,8,1.6106,3.179609776,3.4435,0.135435387,0.448,8,NA,NA,2.2109,8,0.466,8,3.5121,0.127512574,0.16,8,2.6585,8,2.6927,0.922984838,0.4569,8,1.0695,5.156407833,2.2025,0.910102069,0.7474,7.279530525,0.7601,8
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.2968,8,0.04111,8,3.0586,0.209358394,1.0762,3.045838118,0,8,0.1569,8,0.1212,8,1.2033,2.425685883,0,8,0.2015,8,4.2807,0.062277652,0.09596,8,NA,NA,2.6928,0.626553655,0.6597,8,1.4693,0.644625247,0.4576,7.354502201,5.9128,0.016409257,0.7473,8,0.1536,8,1.0229,4.437853336,3.0368,0.156018838,0.3247,8,0,8
HT1197_URINARY_TRACT,1.5118,3.332540035,0.06098,8,1.8151,1.937179565,0.008045,8,0.3532,8,0.3538,8,0.7165,8,0.2529,8,0.04266,8,1.0391,4.703538895,4.3308,0.063724466,0.1303,8,1.3475,3.058591604,0.7309,8,0.358,8,2.0249,8,0,8,1.967,8,1.1711,8,0,8,1.8252,0.946009994,1.032,4.983293056,0.6075,8,0.2642,8
A253_SALIVARY_GLAND,0.6375,8,0.2846,8,3.7077,0.339544863,0.2471,8,0.8241,8,0.6099,8,1.3531,8,0.3606,8,0.1745,8,1.2858,8,4.4124,0.063209683,0.4373,8,NA,NA,4.6056,0.083752848,0.6914,8,1.3819,8,0.009649,8,5.6539,0.003566902,1.548,8,0.1243,8,1.4631,2.616527319,0.7365,8,0.4621,8,0.8588,8
DKMG_CENTRAL_NERVOUS_SYSTEM,0.3032,8,0,8,2.603,0.319927543,0.3604,8,0.2054,8,0.4608,8,0.3462,8,0.7844,8,0,8,0.6306,8,3.8051,0.093110763,0.04339,8,1.8847,0.584982872,1.5358,1.879144669,0.1664,8,1.3384,8,0.5503,8,5.3135,0.019846439,1.1426,8,0,8,1.3524,8,0.4276,8,0.7372,8,0.1756,8
IGR39_SKIN,0.7806,8,0.1603,8,2.3156,8,0.6169,8,0.08543,8,0.2199,8,1.3605,1.195519567,0.6601,8,0.09005,8,0.896,8,3.1685,0.05372363,0.2575,8,2.7698,0.368193597,2.5969,0.523803174,0.8244,8,1.2794,6.818576091,0.08489,8,5.1485,0.018589534,0.575,8,0.187,8,1.7809,4.404100418,0.8205,1.640936053,0.7215,8,0.4376,8
DAOY_CENTRAL_NERVOUS_SYSTEM,0.7917,8,0.2486,8,3.6005,0.477916837,0.02801,8,0.05,8,0.2397,8,0.2739,8,0.2733,8,0,8,0.6998,8,4.8071,0.037284594,0.3994,8,3.9651,0.189579859,3.9107,0.090712041,0.6428,8,0.01505,8,0.01077,8,5.9369,0.010945285,0.3316,8,0.2072,8,0.9778,8,0.7283,8,0.5918,8,0.2287,8
HEP3B217_LIVER,1.5664,2.40823555,0.6464,4.14665699,3.5814,0.209670588,0.4931,8,0.1116,8,0.5628,8,0.5329,8,0.6479,7.646904469,0.1852,8,0.881,8,4.4206,0.071323931,0.6187,8,1.5377,2.34637475,0.7921,8,0.2849,8,2.6284,0.847085655,0,8,3.7909,8,1.026,3.375251055,0.2675,8,1.377,0.600824634,2.3426,1.113664031,1.5491,2.339069128,0.4963,8
KYM1_SOFT_TISSUE,1.5614,8,NA,NA,4.1346,0.088494658,2.4325,8,0.2819,8,0.7415,8,0.9075,8,0.6022,8,0.1716,8,0.93,8,5.6512,0.013308295,0.6532,8,NA,NA,3.4304,0.507416606,5.445,0.062424198,1.6464,1.93816185,NA,NA,6.895,0.004644886,1.0501,8,0.1605,8,NA,NA,1.0759,1.298575132,1.3819,0.776880239,0.2845,8
HLE_LIVER,0.454,8,0,8,2.4246,0.63138473,0.1938,8,0.2179,8,0.4264,8,0.7129,8,0.4765,8,0.02207,8,1.1876,8,3.723,0.152546838,0.2021,8,2.9701,0.419608593,2.7067,0.791636586,0.1931,8,0.7281,8,0.09302,8,4.4677,0.114080392,0.3451,8,0.3563,8,0.8976,8,0.8922,5.970817566,1.1777,4.489486217,0.3112,8
JMSU1_URINARY_TRACT,1.4305,2.492431164,0.6397,5.011620998,4.8463,0.044885039,0.7479,8,0.1266,8,0.4729,8,0.6231,8,0.7331,6.045948505,0.7145,4.920536041,1.7263,2.250249863,4.4484,0.055907659,0.7113,3.876948833,3.4227,0.158283249,3.8976,0.109795749,0.1648,8,1.7564,1.420838833,0.9204,8,6.0871,0.011445143,1.3179,5.112239361,0.5902,5.027737141,2.4805,0.20764482,2.6435,0.465483159,2.8243,0.351248592,1.0426,3.054365873
IMR32_AUTONOMIC_GANGLIA,1.434,2.705385923,0.933,8,1.7962,1.724061966,0.4065,8,0.2626,8,1.9315,2.916619301,1.7157,2.62498188,1.4072,2.821169615,0.008973,8,0.6165,8,4.644,0.03365298,0.024,8,NA,NA,5.2822,0.029726984,0.3256,8,0.7572,8,1.2198,8,7.4776,0.002542614,0.192,8,0.9383,5.588811874,1.7529,1.696007133,2.4557,1.046906471,1.5986,2.710002899,0,8
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.6451,0.356509245,1.3969,5.790517807,4.1173,0.117609031,1.3604,7.086876392,0.9553,6.819135189,0.7898,8,1.196,8,1.3599,2.418319225,1.2041,6.750658035,1.6841,7.988149643,6.3157,0.011587022,1.6194,2.223050764,5.546,0.026439931,5.4439,0.030706322,1.3083,8,1.5111,8,2.4264,1.212386608,6.7813,0.002547168,1.5696,8,1.6986,8,1.7772,2.263980389,1.7707,2.145337343,1.2434,3.609114647,0.689,8
PK45H_PANCREAS,1.175,4.884536743,0.221,8,3.7247,0.134196922,0.3306,8,0.43,8,0.2626,8,1.4521,8,0.5456,8,0,8,1.5834,8,4.0222,0.085423864,0.06274,8,2.0877,1.025749683,0.9304,8,0.2142,8,4.299,0.035253178,0.4232,8,5.3968,0.015860058,3.606,0.137997568,0.6814,8,1.7126,2.775219202,1.4209,2.887463808,0.92,7.46250391,0.3102,8
HEC59_ENDOMETRIUM,0.1996,8,0.1066,8,3.2777,0.236760587,0.03088,8,0,8,0.009183,8,0.04556,8,0.6056,5.813066483,1.0539,2.973942518,0.04773,8,4.4225,0.067119598,0.6413,4.897384644,3.771,0.121810623,3.4251,0.118323028,0.1996,8,0.05466,8,0.1972,8,3.8476,0.002542614,0.03026,8,0.1145,8,2.0355,0.591289163,1.0285,2.747899294,0.3578,8,0.05487,8
AZ521_STOMACH,2.3462,1.152510881,1.1455,8,3.6128,0.315617204,0.308,8,1.5453,1.659918428,1.3676,2.131180048,2.1758,0.541442037,0.9735,0.339524834,1.2846,4.039768219,1.748,2.488720179,4.8869,0.036733702,0.6914,7.777697563,4.4041,0.048634049,4.0091,0.218398899,0.957,8,2.1609,4.413446426,0.9395,8,6.414,0.003324979,1.531,8,0.6054,8,2.1786,0.898972094,2.4489,0.913940907,2.1487,1.569675088,1.1176,2.985844612
LS123_LARGE_INTESTINE,0.8263,7.638451099,0.5402,8,2.3211,0.349257827,0.2806,8,0.4413,8,0.08035,8,0.9965,8,0.7037,8,0.09287,8,1.5768,8,4.5721,0.047206044,0.1955,8,NA,NA,1.307,4.644304752,0.4231,8,1.5646,8,0,8,2.9985,0.348962843,1.76,8,0.5484,8,0.8473,8,1.0933,5.005696297,0.3334,8,0.4793,8
HPAC_PANCREAS,1.5511,3.257027626,0.9597,7.072412014,3.905,0.090494916,1.1633,0.054659581,0.5041,8,0.6948,8,1.8324,3.235832453,1.77,3.218382359,0.1013,8,1.4355,0.454980455,4.6008,0.048536275,0.8845,8,2.3686,0.722931325,2.9519,0.38243261,1.2394,1.154282808,3.3129,0.209011331,0.8548,8,5.5399,0.006082666,2.1314,2.177905638,0.8802,8,1.6427,2.475223064,1.966,2.2234478,0.8533,4.673217773,0.7557,8
SU8686_PANCREAS,0.7582,8,NA,NA,2.4711,0.243544534,0.2854,8,0.09048,8,0.148,8,0.3333,8,0.2915,8,0.01013,8,0.5285,8,3.8365,0.114728898,0.2178,8,NA,NA,3.0704,0.529913664,0.9071,8,0.7627,8,0,8,4.1376,0.002542614,0.616,8,0.2061,8,1.1501,3.908943176,0.2885,8,0.1613,8,0.1866,8
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.3433,8,0,8,2.9811,0.764389515,0,8,0.6501,5.89598608,0.001908,8,0.05539,8,0.8768,6.840538502,0,8,0.468,8,4.6797,0.041184548,0,8,4.7396,0.048047401,4.1211,0.147502452,0.07161,8,0,8,0.2911,8,7.1153,0.002803592,0.05747,8,0.005313,8,0.8231,7.08644104,0.4967,8,1.0673,4.997859001,0.01175,8
CORL105_LUNG,0.4341,8,NA,NA,1.9816,0.887269139,0.225,8,0.549,8,0.3313,8,0.7688,8,0.2549,8,0.1163,8,1.1032,2.966778755,2.7717,0.270610809,0,8,NA,NA,1.1709,3.35720396,0.2072,8,1.8902,1.19507885,NA,NA,2.6619,0.126990631,1.1293,8,0.3126,8,0.9254,5.65053606,0.1953,8,0.5431,8,1.1257,1.692961574
PANC0203_PANCREAS,1.5713,2.612711668,0.3683,8,3.4803,0.082458355,0.3393,8,1.0355,5.197283745,0.6172,8,1.669,2.565029144,0.8964,5.510635376,0.06966,8,1.9639,2.145930767,4.357,0.050079852,0.5173,5.704259872,2.7868,0.438172162,2.4189,1.181352615,0.2337,8,4.8153,0.019754883,0.8133,8,4.0096,0.016453935,3.4381,0.150403783,0.1131,8,0.9657,4.425939083,1.1405,4.108170509,0.647,8,1.0194,4.219331264
NCIH1915_LUNG,0.4139,8,0.1953,8,5.2552,0.035393722,0.3796,8,0.1502,8,0.2402,8,1.1919,8,0.2831,8,0.0133,8,0.8455,8,4.8531,0.038531255,0.03571,8,3.1297,0.260307193,3.279,1.123872519,0.9189,8,3.546,0.146351352,0.5238,8,6.0863,0.004253245,2.2654,1.592065454,0.1486,8,2.7444,0.22340402,0.8856,3.614163637,1.0848,6.193822861,0.4244,8
HEC1B_ENDOMETRIUM,1.3248,7.18392086,1.4282,4.339510496,2.9013,0.061065979,0.02138,8,0.6192,8,0.1361,8,2.6185,0.35326159,0.7286,5.00846529,1.054,8,1.7224,0.498462349,4.6043,0.03249719,0.9618,0.30542944,1.4273,5.365125179,2.025,0.844642818,0.6257,8,2.6065,8,1.3735,4.964954376,3.9821,0.022165507,2.2178,8,0.3746,8,1.62,8,1.0383,3.221070013,1.218,8,1.0704,8
U118MG_CENTRAL_NERVOUS_SYSTEM,0.5336,8,0.04546,8,3.4405,0.131359786,0,8,0.04566,8,0.2094,8,0.1566,8,0.4299,8,0.03038,8,0.8528,8,4.1269,0.056111578,0.2384,8,3.0109,0.19118841,2.8569,0.335964829,0.8719,8,0.3997,8,0.3849,8,4.7636,0.007376922,0.1341,8,0.09208,8,1.1127,8,1.1033,5.086780071,0.712,7.97956419,0.05681,8
VMRCLCD_LUNG,1.2253,8,0.9196,8,3.5308,0.210856006,0.8956,8,0.3525,8,0.6822,8,1.4598,4.297634125,1.5236,0.386351337,0.3498,8,0.8905,8,5.8651,0.008142164,0.8458,8,NA,NA,2.2419,8,1.2026,0.003644122,0.9976,8,1.4569,0.957399769,6.523,0.002542614,0.6682,8,0.4482,8,0.4546,8,1.9492,0.375571395,0.9444,1.530924992,0.2547,8
TCCSUP_URINARY_TRACT,0.1999,8,0.3292,8,4.4105,0.04668178,0.5486,8,0,8,0,8,0.08578,8,0.1913,8,0,8,0.1873,8,4.3885,0.061649423,0.01622,8,2.4115,0.663574755,2.2101,0.738568008,0.2682,8,0.1675,8,0.168,8,5.7387,0.002542614,0,8,0.1503,8,0.7076,8,0.9076,4.234785557,0.6665,6.787989616,0.06454,8
GB1_CENTRAL_NERVOUS_SYSTEM,0.8205,8,0.256,8,2.3449,0.768663943,0,8,0.2394,8,0.2416,8,1.0036,8,0.7245,4.514036179,0.1654,8,1.0373,8,4.0893,0.097134456,1.0509,6.686256886,4.2248,0.078636877,4.8979,0.039856937,0.1936,8,2.272,1.90375483,0.3521,8,4.6277,0.042211305,0.6831,8,0.845,4.628991127,2.6337,0.289774537,1.6221,2.040796757,1.5132,2.543409586,0.4303,8
KURAMOCHI_OVARY,1.4503,2.929866552,1.27,8,2.2269,0.332910785,1.0637,3.98032403,1.5001,8,1.6904,8,2.0978,8,1.3399,8,0.6266,8,1.9356,2.208707333,3.8318,0.118304849,1.1985,0.585202599,2.4941,1.841904879,3.0771,0.870019794,0.4443,8,2.5424,8,0.9905,8,3.8522,0.056019422,2.0402,8,0.5705,8,1.5177,7.276958942,3.0662,1.111817837,1.2387,8,0.9836,8
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.7816,3.686611891,1.8126,8,2.7723,0.322528064,1.0465,4.51771307,1.1025,8,0.9275,8,0.6859,8,2.1796,3.30917573,1.6798,8,0.4901,8,6.2657,0.012335734,1.0556,5.587008953,4.3505,0.126632199,4.9621,0.048435722,0.4466,8,1.7988,8,2.5923,7.451811967,5.9152,0.015314647,1.5946,8,0.8152,8,2.7366,8,3.3446,0.806377411,2.3624,3.054647446,1.1118,8
NCIH3255_LUNG,1.4275,2.828068733,0.7838,7.134063244,2.8736,0.078972206,0.115,8,3.3578,0.333763152,0.158,8,3.9472,0.117367186,1.2008,3.03383708,0.1035,8,4.1439,0.101615734,4.352,0.052645214,0.1257,8,2.9401,0.595720112,1.6078,2.016582251,0.2523,8,1.436,6.137561798,0.02764,8,3.1413,2.847905159,0.5055,8,0.1538,8,0.828,8,2.8646,0.556460023,0.05104,8,4.0635,0.075178206
A2058_SKIN,1.0006,5.513091087,0.02046,8,4.747,0.042496935,0.2003,8,0.1202,8,0.1101,8,0.793,8,0.5221,8,0.06193,8,1.3466,8,4.3673,0.068659902,0.05127,8,3.5949,0.145224854,3.1484,0.306486487,1.1989,8,2.4465,0.202899247,0,8,7.1679,0.002863176,1.8154,5.036472321,0.7129,8,0.9206,5.51097393,0.8825,4.927721977,0.858,5.625505447,0,8
