Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
IGHV4-31	ENSG00000231475.3	17.190	2.470	2.390	3.71e-53
LINC-PINT	ENSG00000231721.6	5.980	22.130	-1.728	1.73e-125
PGM5P4-AS1	ENSG00000231943.7	0.220	1.450	-1.006	1.77e-83
RP11-67C2.2	ENSG00000231964.1	0.290	3.150	-1.686	6.94e-142
LSM12P1	ENSG00000232024.2	12.290	5.200	1.100	1.46e-87
IMPDH1P10	ENSG00000232133.1	1.280	4.600	-1.296	1.67e-78
FERP1	ENSG00000232149.1	0.500	2.140	-1.066	7.14e-88
FTH1P7	ENSG00000232187.1	30.020	11.090	1.359	1.02e-69
RP11-312J18.6	ENSG00000232188.1	0.000	1.050	-1.036	3.30e-110
IGHV3-43	ENSG00000232216.1	15.580	1.770	2.581	9.97e-61
RP11-154D6.1	ENSG00000232295.7	0.130	2.230	-1.515	3.99e-191
SC22CB-1E7.1	ENSG00000232346.1	0.900	3.080	-1.103	2.20e-66
SEMA3B-AS1	ENSG00000232352.1	0.510	2.350	-1.150	1.83e-78
VIPR1-AS1	ENSG00000232354.7	0.430	10.020	-2.946	4.00e-175
HLA-DQB2	ENSG00000232629.8	24.870	11.810	1.014	1.49e-17
GOLGA8N	ENSG00000232653.8	2.190	9.790	-1.758	3.88e-137
LINC00665	ENSG00000232677.6	11.060	4.330	1.178	5.16e-28
SLCO4A1-AS1	ENSG00000232803.1	0.300	1.920	-1.167	5.85e-33
RP11-536K7.3	ENSG00000232807.2	1.470	7.490	-1.781	8.63e-172
LINC00342	ENSG00000232931.5	4.270	11.250	-1.217	5.29e-13
RP11-324O2.3	ENSG00000232934.7	0.720	2.790	-1.140	8.88e-80
FAM157B	ENSG00000233013.8	0.880	2.770	-1.004	2.91e-58
SNHG7	ENSG00000233016.6	25.899	59.412	-1.167	3.18e-52
RP11-1212A22.4	ENSG00000233024.7	43.510	152.302	-1.784	1.99e-93
HOXB-AS3	ENSG00000233101.10	2.840	9.300	-1.423	1.92e-69
LINC00702	ENSG00000233117.2	0.370	2.880	-1.502	7.80e-159
LINC00472	ENSG00000233237.6	0.180	4.250	-2.154	6.45e-249
USP32P2	ENSG00000233327.10	0.640	2.920	-1.257	4.92e-28
HOTAIRM1	ENSG00000233429.9	3.670	25.500	-2.504	5.57e-118
RP11-295G20.2	ENSG00000233461.5	13.410	5.440	1.162	3.09e-54
TWIST2	ENSG00000233608.3	1.490	9.050	-2.013	4.29e-153
GAS6-AS1	ENSG00000233695.2	0.450	1.980	-1.039	4.26e-46
TTTY15	ENSG00000233864.7	0.010	1.590	-1.359	1.91e-6
MT1XP1	ENSG00000233929.1	0.000	1.380	-1.251	1.49e-55
RP11-250B2.3	ENSG00000233967.6	0.410	1.880	-1.030	3.18e-88
IGKV3OR2-268	ENSG00000233999.3	3.240	0.290	1.717	5.00e-78
LANCL1-AS1	ENSG00000234281.5	0.140	3.180	-1.874	7.99e-99
H2BFS	ENSG00000234289.5	9.560	2.640	1.537	4.66e-94
LINC01426	ENSG00000234380.1	2.490	0.280	1.447	2.49e-123
ZNF37BP	ENSG00000234420.7	2.590	8.400	-1.389	1.40e-88
MAGI2-AS3	ENSG00000234456.7	4.550	23.831	-2.162	5.56e-183
PINLYP	ENSG00000234465.10	2.700	8.200	-1.314	5.97e-79
LINC01506	ENSG00000234506.5	0.330	2.500	-1.396	1.15e-141
RP11-465N4.4	ENSG00000234678.1	5.830	2.000	1.187	1.23e-91
RP11-166B2.1	ENSG00000234719.8	2.760	9.480	-1.479	2.27e-80
SNHG20	ENSG00000234912.9	3.860	9.380	-1.095	2.43e-68
FABP5P7	ENSG00000234964.4	30.840	80.158	-1.350	9.00e-38
SEMA3F-AS1	ENSG00000235016.1	0.800	4.190	-1.528	2.29e-157
RP11-61I13.3	ENSG00000235033.7	0.540	5.740	-2.130	1.98e-162
SUMO1P3	ENSG00000235082.2	4.380	1.500	1.106	2.62e-67
RPL39P3	ENSG00000235174.1	795.710	326.581	1.282	4.14e-50
PPP1R3E	ENSG00000235194.8	5.150	13.640	-1.251	1.48e-65
RP11-122K13.12	ENSG00000235245.1	1.120	4.630	-1.409	1.17e-83
FAM103A2P	ENSG00000235272.1	8.440	3.660	1.018	2.21e-43
RP11-575L7.8	ENSG00000235298.1	1.260	4.580	-1.304	2.27e-70
PVRIG2P	ENSG00000235333.3	0.000	1.100	-1.070	7.54e-28
SNRPGP10	ENSG00000235363.1	3.300	16.250	-2.004	2.28e-84
RP11-206L10.3	ENSG00000235373.1	1.090	4.470	-1.388	2.50e-89
LINC00961	ENSG00000235387.1	0.530	3.440	-1.537	6.81e-167
RP4-639F20.1	ENSG00000235501.5	4.330	11.710	-1.254	1.05e-104
RP11-693N9.2	ENSG00000235505.7	5.870	20.220	-1.627	1.75e-122
RPS2P7	ENSG00000235508.3	0.650	3.000	-1.278	1.32e-77
SUMO1P4	ENSG00000235555.1	1.090	0.000	1.064	3.47e-56
NFAM1	ENSG00000235568.6	2.820	6.740	-1.019	6.52e-61
POU5F1P3	ENSG00000235602.5	0.220	1.680	-1.135	2.47e-110
LINC00894	ENSG00000235703.5	1.350	7.890	-1.920	2.34e-99
HMGN1P36	ENSG00000235734.4	2.950	0.000	1.982	6.25e-159
KIAA0040	ENSG00000235750.9	12.600	39.221	-1.564	4.42e-146
RP1-159A19.3	ENSG00000235912.1	1.160	3.460	-1.046	2.44e-29
RP11-215A21.2	ENSG00000236058.3	2.350	0.370	1.290	1.82e-129
HSPB1P1	ENSG00000236060.2	8.610	0.510	2.670	7.56e-100
TMEM147-AS1	ENSG00000236144.6	3.170	7.750	-1.069	1.16e-42
MYO16-AS1	ENSG00000236242.1	0.000	1.320	-1.214	2.85e-120
TRHDE-AS1	ENSG00000236333.3	0.030	2.030	-1.557	3.01e-165
LINC00854	ENSG00000236383.7	1.770	4.560	-1.005	3.76e-64
RP11-175B9.3	ENSG00000236439.4	3.620	19.650	-2.160	1.46e-98
RPL23AP24	ENSG00000236679.2	0.000	1.010	-1.007	1.85e-30
RPL24P8	ENSG00000236801.1	1.130	5.340	-1.574	2.36e-85
LINC00106	ENSG00000236871.6	0.940	3.840	-1.319	7.23e-59
RP4-669L17.10	ENSG00000237094.11	13.320	38.141	-1.451	2.28e-52
LINC00987	ENSG00000237248.4	0.570	2.670	-1.225	2.99e-168
FTH1P11	ENSG00000237264.4	2.560	6.460	-1.067	1.71e-33
SMG1P1	ENSG00000237296.9	3.770	9.220	-1.099	6.26e-58
TTN-AS1	ENSG00000237298.8	5.620	17.470	-1.480	4.84e-115
RP11-356I2.4	ENSG00000237499.6	1.260	4.060	-1.163	7.29e-93
LINC00857	ENSG00000237523.1	3.040	0.780	1.182	3.48e-120
KIFC1	ENSG00000237649.7	10.060	1.780	1.992	8.07e-109
PHKA2-AS1	ENSG00000237836.5	0.370	2.040	-1.150	4.32e-103
OR2I1P	ENSG00000237988.3	3.120	0.540	1.420	4.51e-47
RPL35P1	ENSG00000237991.3	3.090	0.710	1.258	1.39e-78
ZEB2-AS1	ENSG00000238057.8	0.360	3.020	-1.564	2.23e-197
RP3-395M20.8	ENSG00000238164.6	3.540	14.560	-1.777	2.72e-89
SCARNA12	ENSG00000238795.1	1.020	3.260	-1.076	4.12e-43
SNORD10	ENSG00000238917.1	0.950	5.310	-1.694	4.83e-7
RP11-464D20.2	ENSG00000239246.3	5.300	0.830	1.784	7.41e-116
RPL23AP1	ENSG00000239257.1	1.050	6.780	-1.924	1.83e-158
TXNDC5	ENSG00000239264.8	148.507	72.730	1.020	3.55e-66
RP11-384F7.2	ENSG00000239268.2	0.040	2.040	-1.548	1.17e-156
KMT2E-AS1	ENSG00000239569.3	1.950	5.210	-1.074	1.18e-66
IGKV2D-30	ENSG00000239571.1	2.430	0.260	1.445	6.65e-42
RP11-295P9.3	ENSG00000239665.8	7.190	26.779	-1.762	1.75e-95
NME1	ENSG00000239672.7	135.692	29.181	2.179	3.66e-134
TNFSF12	ENSG00000239697.10	29.219	67.120	-1.173	1.63e-104
RP4-800G7.1	ENSG00000239719.1	2.640	0.000	1.864	4.81e-38
IGKV1D-8	ENSG00000239819.2	1.520	0.170	1.107	2.71e-51
IGKV1-6	ENSG00000239855.1	33.871	8.170	1.927	1.16e-38
IGKV1-37	ENSG00000239862.1	1.240	0.000	1.163	1.63e-48
RN7SL608P	ENSG00000239884.3	1.100	6.990	-1.928	1.94e-105
IGKV3-20	ENSG00000239951.1	681.230	130.191	2.379	2.21e-61
IGKV1D-33	ENSG00000239975.2	5.160	0.000	2.623	8.92e-98
LILRA2	ENSG00000239998.5	2.250	8.910	-1.608	2.66e-63
LY6G5B	ENSG00000240053.8	3.910	22.520	-2.260	1.98e-113
PCDHGC3	ENSG00000240184.6	25.050	94.509	-1.874	1.73e-162
SMKR1	ENSG00000240204.2	3.130	0.450	1.510	7.64e-72
RP11-146D12.2	ENSG00000240240.8	0.140	2.180	-1.480	1.38e-145
IGKV1-17	ENSG00000240382.3	86.882	16.620	2.318	1.72e-51
MTATP8P1	ENSG00000240409.1	1.240	0.000	1.163	4.59e-19
IGKV1-8	ENSG00000240671.2	45.110	9.580	2.124	6.52e-44
RP5-890O3.9	ENSG00000240731.1	3.310	7.970	-1.057	2.87e-53
IGKV1-16	ENSG00000240864.3	63.460	13.290	2.173	7.01e-46
PLCXD2	ENSG00000240891.6	1.130	6.620	-1.839	1.58e-101
MIF	ENSG00000240972.1	467.071	225.658	1.046	4.27e-66
RP11-79D8.2	ENSG00000240979.1	3.490	9.660	-1.247	1.14e-64
RP11-244H3.1	ENSG00000241014.1	1.090	3.410	-1.077	2.63e-116
RP11-147I3.1	ENSG00000241170.2	1.050	5.360	-1.633	1.64e-88
IGKV1D-16	ENSG00000241244.1	6.030	1.360	1.575	1.00e-32
RP11-379B18.5	ENSG00000241288.7	1.270	3.810	-1.083	4.76e-69
IGKV2-24	ENSG00000241294.1	39.330	12.400	1.590	1.18e-27
IGKV3-11	ENSG00000241351.2	833.361	159.675	2.377	1.04e-65
RPL37P6	ENSG00000241431.1	3.310	0.000	2.108	2.78e-149
IDS	ENSG00000241489.7	2.600	10.780	-1.710	1.00e-65
INMT	ENSG00000241644.2	7.460	194.846	-4.533	1.05e-239
IGKV1-9	ENSG00000241755.1	92.443	19.471	2.191	5.24e-50
LINC00893	ENSG00000241769.7	2.960	17.650	-2.236	3.49e-97
PLEKHO2	ENSG00000241839.9	15.590	41.879	-1.370	3.19e-122
RP11-34P13.13	ENSG00000241860.6	4.360	12.450	-1.327	1.36e-54
PISD	ENSG00000241878.9	16.020	37.351	-1.172	5.75e-112
TCEB1P19	ENSG00000241975.1	1.580	5.350	-1.299	5.08e-100
IGKV1-33	ENSG00000242076.2	262.031	41.679	2.624	6.41e-60
LINC00969	ENSG00000242086.8	25.419	67.302	-1.370	3.55e-49
SNHG3	ENSG00000242125.3	14.270	29.709	-1.008	3.60e-28
STAG3L5P	ENSG00000242294.6	9.400	21.989	-1.144	1.63e-33
NPPA-AS1	ENSG00000242349.5	0.820	5.620	-1.863	1.32e-114
IGKV1-39	ENSG00000242371.1	6.660	1.610	1.553	9.16e-30
IGKV2D-28	ENSG00000242534.2	60.212	1.900	4.400	1.82e-116
RP11-274B21.14	ENSG00000242588.5	3.410	10.200	-1.345	1.06e-67
MBL1P	ENSG00000242600.6	0.920	3.820	-1.328	6.48e-61
RGAG4	ENSG00000242732.4	2.020	5.940	-1.200	3.96e-87
GK-AS1	ENSG00000243055.1	0.330	2.160	-1.248	3.92e-102
IGKV3-7	ENSG00000243063.1	1.020	0.000	1.014	1.44e-67
IGKV2-30	ENSG00000243238.1	25.000	10.290	1.203	1.60e-18
STON1	ENSG00000243244.5	2.070	12.120	-2.095	3.40e-194
IGKV2D-29	ENSG00000243264.2	18.210	4.100	1.913	2.39e-41
IGKV1-12	ENSG00000243290.1	10.150	1.660	2.067	2.16e-54
RP11-274B21.2	ENSG00000243302.3	10.120	30.479	-1.501	6.02e-69
RN7SL8P	ENSG00000243352.3	0.000	1.850	-1.511	8.38e-28
MCCC1-AS1	ENSG00000243368.2	0.690	2.910	-1.210	1.69e-85
IGKV1-5	ENSG00000243466.1	235.681	43.119	2.423	4.70e-61
NAT6	ENSG00000243477.5	7.030	15.310	-1.022	3.34e-86
MNX1-AS1	ENSG00000243479.3	1.660	0.000	1.411	2.21e-120
TNFRSF6B	ENSG00000243509.4	3.210	17.660	-2.148	9.27e-38
UPK3B	ENSG00000243566.6	2.190	44.240	-3.826	2.71e-122
RN7SL834P	ENSG00000243650.3	0.770	2.910	-1.143	2.05e-66
RP11-274B21.3	ENSG00000243679.1	11.500	42.789	-1.809	1.80e-78
RP5-966M1.6	ENSG00000243696.4	0.550	4.900	-1.928	4.04e-147
LINC00883	ENSG00000243701.5	1.130	3.490	-1.076	4.60e-121
PLA2G4B	ENSG00000243708.8	2.240	12.660	-2.076	6.68e-116
NPIPB5	ENSG00000243716.10	40.590	175.496	-2.085	1.08e-84
GSTA1	ENSG00000243955.5	8.260	2.890	1.251	1.89e-10
RP11-552M11.4	ENSG00000243960.1	0.810	2.840	-1.085	4.04e-57
RP5-839B4.8	ENSG00000243961.2	0.460	3.190	-1.521	5.69e-66
RPL23AP65	ENSG00000243964.1	5.450	1.490	1.373	8.21e-60
RN7SL417P	ENSG00000244056.3	0.000	1.010	-1.007	7.39e-79
IGKV2-28	ENSG00000244116.3	276.991	65.698	2.059	9.62e-40
RP11-148K1.12	ENSG00000244151.1	1.200	3.570	-1.055	6.14e-58
PKD1P1	ENSG00000244257.5	0.970	8.800	-2.315	3.04e-96
GATA2-AS1	ENSG00000244300.2	2.520	7.220	-1.224	2.66e-61
LINC01296	ENSG00000244306.9	3.640	0.730	1.423	6.17e-64
RN7SL145P	ENSG00000244357.3	0.410	2.030	-1.104	7.67e-81
IGKV3-15	ENSG00000244437.1	280.974	40.910	2.750	2.83e-66
LILRA6	ENSG00000244482.9	3.000	19.981	-2.391	1.02e-145
SCARF2	ENSG00000244486.7	4.980	26.119	-2.181	9.80e-130
RP11-10G12.1	ENSG00000244538.1	5.700	0.000	2.744	2.25e-157
RP4-800G7.2	ENSG00000244560.6	2.300	11.610	-1.934	1.93e-86
IGKV1-27	ENSG00000244575.3	65.059	12.550	2.285	1.66e-43
RP3-449O17.1	ENSG00000244627.5	2.920	8.130	-1.220	1.88e-87
FCGR2C	ENSG00000244682.7	5.810	19.650	-1.600	1.01e-59
RP5-894A10.2	ENSG00000244701.1	2.660	7.690	-1.248	8.90e-84
RP11-20O24.4	ENSG00000244716.3	2.140	6.650	-1.285	1.33e-79
HBB	ENSG00000244734.3	41.369	1157.021	-4.773	3.83e-150
N4BP2L2	ENSG00000244754.8	32.479	67.822	-1.040	9.75e-111
RP11-875O11.1	ENSG00000245025.2	0.840	2.830	-1.058	3.16e-128
NEAT1	ENSG00000245532.5	304.668	1514.262	-2.310	2.60e-80
RAD51-AS1	ENSG00000245849.6	2.990	9.070	-1.336	6.49e-88
LINC00968	ENSG00000246430.6	0.280	4.780	-2.175	3.20e-181
RP11-894P9.1	ENSG00000246451.2	1.240	6.080	-1.660	1.81e-110
RP11-1277A3.2	ENSG00000246596.6	0.770	3.050	-1.194	6.36e-94
UBAP1L	ENSG00000246922.8	0.550	2.930	-1.342	6.08e-157
SOCS2-AS1	ENSG00000246985.7	0.780	3.260	-1.259	7.87e-84
MTND4P12	ENSG00000247627.2	19.550	0.340	3.939	2.52e-52
NR2F2-AS1	ENSG00000247809.7	1.230	4.830	-1.386	3.79e-138
LINC00926	ENSG00000247982.6	1.290	4.880	-1.360	1.24e-53
FAM13A-AS1	ENSG00000248019.2	0.840	9.080	-2.454	2.40e-179
RRN3P1	ENSG00000248124.7	2.680	10.430	-1.635	2.48e-97
LINC01197	ENSG00000248441.6	0.300	1.950	-1.182	8.18e-168
SEMA6A-AS1	ENSG00000248445.5	0.670	4.650	-1.758	2.15e-152
PCP4L1	ENSG00000248485.1	8.240	2.880	1.252	3.68e-25
RP11-241F15.1	ENSG00000248583.1	0.070	1.260	-1.079	6.81e-110
TMEM110-MUSTN1	ENSG00000248592.7	1.410	5.930	-1.524	3.99e-138
LINC01207	ENSG00000248771.5	1.300	0.070	1.104	2.63e-50
TNFSF12-TNFSF13	ENSG00000248871.1	1.290	4.950	-1.378	3.09e-44
HHIP-AS1	ENSG00000248890.1	1.730	7.590	-1.654	1.20e-35
SLED1	ENSG00000249138.1	0.170	2.220	-1.461	7.90e-103
LINC01088	ENSG00000249307.5	0.350	2.880	-1.523	2.32e-56
RP11-434D9.1	ENSG00000249364.5	0.220	1.720	-1.157	2.72e-91
NAIP	ENSG00000249437.7	5.670	19.700	-1.634	9.89e-123
MIR143HG	ENSG00000249669.7	0.480	6.840	-2.405	8.73e-187
RP11-673E1.3	ENSG00000249741.2	0.510	2.230	-1.097	1.11e-87
ECSCR	ENSG00000249751.3	10.960	59.239	-2.332	1.27e-222
PVT1	ENSG00000249859.7	22.270	9.920	1.091	1.70e-36
YJEFN3	ENSG00000250067.11	1.000	5.470	-1.694	5.50e-90
RP11-848G14.5	ENSG00000250138.4	0.880	6.210	-1.939	4.62e-111
FZD10-AS1	ENSG00000250208.6	0.660	2.930	-1.243	1.74e-41
PKD1P6	ENSG00000250251.6	5.070	29.030	-2.307	7.32e-130
XXbac-BPG246D15.9	ENSG00000250264.1	5.090	1.510	1.279	1.81e-37
KIAA1456	ENSG00000250305.8	0.500	3.310	-1.523	9.36e-176
GPR162	ENSG00000250510.7	2.590	21.720	-2.662	2.43e-172
RP4-669L17.8	ENSG00000250575.1	3.560	14.130	-1.730	9.16e-74
SEPP1	ENSG00000250722.5	135.927	364.051	-1.415	1.69e-65
RP11-710F7.2	ENSG00000250740.1	0.000	1.010	-1.007	1.62e-121
SNHG18	ENSG00000250786.1	3.970	11.790	-1.364	2.75e-65
RP11-253E3.3	ENSG00000250899.3	0.610	3.280	-1.411	1.77e-172
RP11-357D18.1	ENSG00000250978.5	0.290	4.450	-2.079	8.58e-121
ZFPM2-AS1	ENSG00000251003.7	2.620	0.130	1.680	1.85e-88
IGKV2D-40	ENSG00000251039.2	4.620	0.930	1.542	2.31e-28
RP11-701P16.5	ENSG00000251230.5	0.300	1.830	-1.122	3.72e-100
SHANK3	ENSG00000251322.7	3.390	38.880	-3.183	8.48e-235
RP11-420A23.1	ENSG00000251432.6	1.090	3.330	-1.051	4.59e-79
RPL32P3	ENSG00000251474.6	4.020	9.650	-1.085	2.38e-80
IGKV1D-39	ENSG00000251546.1	486.669	85.603	2.493	1.84e-52
MALAT1	ENSG00000251562.7	72.268	350.652	-2.263	8.88e-88
RNA5SP216	ENSG00000251920.1	0.000	9.470	-3.388	2.55e-73
SCARNA13	ENSG00000252481.1	1.190	3.510	-1.042	2.27e-50
PCDHGA12	ENSG00000253159.2	0.670	3.000	-1.260	5.97e-130
RP11-582J16.5	ENSG00000253200.1	1.130	4.060	-1.248	2.93e-136
TMEM200B	ENSG00000253304.1	2.500	7.650	-1.305	5.61e-73
RP11-395I14.2	ENSG00000253476.1	0.140	1.290	-1.006	7.55e-126
HOXA-AS2	ENSG00000253552.7	3.170	11.190	-1.548	1.68e-83
NKX2-1-AS1	ENSG00000253563.2	5.770	2.190	1.086	2.37e-39
IGHGP	ENSG00000253755.1	70.112	1.410	4.883	5.45e-165
RP11-61L23.2	ENSG00000253882.6	2.990	6.990	-1.002	4.72e-59
PCDHGB7	ENSG00000254122.2	1.450	5.700	-1.451	9.07e-130
NPIPB11	ENSG00000254206.5	0.630	2.460	-1.086	8.08e-89
RP11-578O24.2	ENSG00000254352.1	0.470	2.000	-1.029	6.75e-86
SIGLEC14	ENSG00000254415.3	2.490	7.030	-1.202	2.30e-64
RP11-261P9.4	ENSG00000254419.1	0.380	2.400	-1.301	5.48e-100
HSPB2-C11orf52	ENSG00000254445.1	1.100	11.220	-2.541	6.50e-225
RP11-676M6.1	ENSG00000254612.2	4.070	1.350	1.109	2.04e-68
RP11-468E2.1	ENSG00000254692.1	12.580	4.460	1.315	1.34e-47
SENCR	ENSG00000254703.2	0.420	1.980	-1.069	5.64e-157
IGLL5	ENSG00000254709.6	118.989	29.459	1.978	6.16e-50
RP11-805J14.5	ENSG00000254721.1	10.530	3.300	1.423	7.22e-117
MEX3A	ENSG00000254726.2	4.220	0.400	1.899	1.85e-124
RP11-672A2.4	ENSG00000254810.1	0.260	2.140	-1.317	6.24e-166
RP11-496I9.1	ENSG00000254815.5	3.010	19.149	-2.329	3.77e-68
SLC22A18AS	ENSG00000254827.5	4.390	0.730	1.639	2.08e-98
NPIPA2	ENSG00000254852.8	0.170	1.820	-1.269	4.39e-102
RP11-110I1.5	ENSG00000254909.1	2.380	8.070	-1.424	4.92e-45
RP11-326C3.7	ENSG00000254910.1	1.590	5.850	-1.403	1.56e-93
INMT-FAM188B	ENSG00000254959.6	0.110	3.020	-1.857	3.19e-177
RP11-1081L13.4	ENSG00000254966.1	0.300	1.640	-1.022	2.24e-117
STX16-NPEPL1	ENSG00000254995.4	1.460	12.050	-2.407	1.63e-108
RP11-326C3.2	ENSG00000255026.1	9.890	37.410	-1.819	8.37e-25
RP11-802E16.3	ENSG00000255031.5	2.680	11.100	-1.717	6.11e-79
PIGY	ENSG00000255072.1	10.450	2.550	1.689	6.23e-27
MIR100HG	ENSG00000255090.5	0.430	2.060	-1.097	9.40e-43
RP11-750H9.5	ENSG00000255197.5	2.060	7.510	-1.476	7.68e-114
RP11-350N15.4	ENSG00000255201.1	0.340	4.510	-2.040	3.72e-116
RP11-166D19.1	ENSG00000255248.6	3.990	10.100	-1.153	6.59e-61
RP11-624G17.3	ENSG00000255301.1	4.150	0.310	1.975	8.88e-106
RP11-326C3.12	ENSG00000255328.1	0.160	1.650	-1.192	3.78e-112
SOGA3	ENSG00000255330.8	0.330	2.430	-1.367	2.58e-101
RP11-411B6.6	ENSG00000255339.6	1.050	3.540	-1.147	2.35e-77
RP11-732A19.5	ENSG00000255390.1	4.610	13.980	-1.417	5.04e-95
HCAR3	ENSG00000255398.2	1.320	3.830	-1.058	3.62e-38
TBX5-AS1	ENSG00000255399.3	1.550	11.230	-2.262	2.18e-210
RP11-736K20.5	ENSG00000255471.1	0.330	1.800	-1.074	3.77e-127
SNHG1	ENSG00000255717.6	41.599	84.260	-1.001	1.24e-28
RMST	ENSG00000255794.6	0.080	1.540	-1.234	1.24e-76
MT1JP	ENSG00000255986.6	0.090	4.070	-2.218	1.49e-133
RP11-197N18.2	ENSG00000256028.2	0.630	2.420	-1.069	1.37e-83
RP11-76C10.5	ENSG00000256151.1	2.780	0.630	1.214	8.51e-28
SMIM3	ENSG00000256235.1	11.830	28.499	-1.201	1.27e-62
RPL41P2	ENSG00000256338.2	84.559	33.460	1.312	2.59e-77
RP11-73M18.2	ENSG00000256500.5	3.890	0.000	2.290	4.06e-83
RP11-173P15.5	ENSG00000256569.1	1.220	0.000	1.151	2.02e-17
RP11-598F7.5	ENSG00000256694.1	0.540	2.080	-1.000	1.45e-87
RP11-783K16.5	ENSG00000256940.1	4.620	0.590	1.822	4.14e-124
RP11-598F7.3	ENSG00000256948.1	0.690	9.670	-2.658	8.51e-168
RP11-273B20.1	ENSG00000256967.1	1.330	4.260	-1.175	8.09e-57
SNRPEP2	ENSG00000256968.1	11.610	2.260	1.952	1.04e-166
PWAR6	ENSG00000257151.1	0.770	3.130	-1.222	3.88e-123
MGAM	ENSG00000257335.8	0.110	2.350	-1.594	2.45e-125
RP11-359M6.1	ENSG00000257474.5	0.260	2.210	-1.349	2.47e-27
RP11-278C7.1	ENSG00000257511.1	0.800	2.640	-1.016	3.97e-109
RP11-203J24.9	ENSG00000257524.5	2.750	22.380	-2.640	8.95e-139
OR7E47P	ENSG00000257542.4	2.660	25.790	-2.872	1.00e-217
GALNT4	ENSG00000257594.3	5.410	2.010	1.091	5.41e-78
PSMA3-AS1	ENSG00000257621.7	20.260	48.371	-1.216	1.29e-87
RP3-416H24.1	ENSG00000257671.1	3.830	11.130	-1.328	2.34e-44
INAFM1	ENSG00000257704.3	7.510	21.400	-1.396	1.13e-123
RP1-78O14.1	ENSG00000257894.2	0.310	3.450	-1.764	1.92e-130
RP11-290L1.4	ENSG00000257941.1	0.180	1.370	-1.006	6.89e-107
RP11-386G11.10	ENSG00000258017.1	99.559	37.530	1.384	1.73e-32
RP11-588H23.3	ENSG00000258168.5	0.180	2.220	-1.448	1.29e-115
RP11-161H23.5	ENSG00000258232.2	138.399	47.851	1.513	2.91e-106
RP11-649E7.5	ENSG00000258377.1	6.720	0.440	2.423	4.54e-69
PPT2-EGFL8	ENSG00000258388.7	0.840	5.420	-1.803	2.20e-125
RP11-471B22.2	ENSG00000258424.1	0.520	2.950	-1.378	2.03e-91
LINC00641	ENSG00000258441.1	1.700	7.020	-1.571	3.15e-141
RP11-164J13.1	ENSG00000258461.5	1.270	8.550	-2.073	1.48e-132
RP11-192H23.4	ENSG00000258472.8	1.010	3.080	-1.021	7.05e-71
RP11-76E17.3	ENSG00000258476.5	0.120	1.530	-1.176	2.31e-102
RP11-203M5.7	ENSG00000258515.1	0.770	2.940	-1.154	1.90e-80
RHOXF1-AS1	ENSG00000258545.5	0.750	5.690	-1.935	2.50e-72
RP11-638I2.10	ENSG00000258581.2	0.000	1.480	-1.310	4.08e-95
LINC00930	ENSG00000258647.5	0.150	2.580	-1.638	1.62e-102
RP11-66N24.3	ENSG00000258727.1	2.260	10.830	-1.859	1.31e-95
RNASE4	ENSG00000258818.3	20.450	42.191	-1.010	7.57e-41
RP11-7F17.3	ENSG00000258819.1	0.160	1.440	-1.073	2.01e-106
TUBB3	ENSG00000258947.6	51.470	2.130	4.067	2.27e-173
HMGN1P3	ENSG00000258967.1	0.180	1.910	-1.302	1.94e-71
RP11-368P15.3	ENSG00000258985.1	1.180	3.680	-1.102	1.95e-54
RP6-65G23.3	ENSG00000259153.1	5.370	0.570	2.021	1.67e-167
RP11-182J1.12	ENSG00000259244.1	1.840	6.240	-1.350	7.36e-61
PAK6	ENSG00000259288.5	4.940	1.520	1.237	1.79e-102
RP11-562A8.4	ENSG00000259298.1	0.290	1.880	-1.159	4.11e-125
RP11-519G16.5	ENSG00000259342.1	1.240	0.100	1.026	1.51e-65
RP11-316M1.12	ENSG00000259357.2	7.410	0.700	2.307	8.00e-56
SORD2P	ENSG00000259479.6	6.380	1.450	1.591	1.38e-133
RP11-365N19.2	ENSG00000259515.1	0.370	1.830	-1.047	1.07e-108
RP11-89K11.1	ENSG00000259658.3	0.840	4.100	-1.471	3.00e-126
RP11-707P17.2	ENSG00000259668.5	0.340	2.180	-1.247	2.51e-134
RP11-488L18.10	ENSG00000259865.1	6.820	19.821	-1.413	3.44e-77
RP11-1100L3.8	ENSG00000259884.1	2.860	7.090	-1.068	5.43e-12
RP11-553L6.5	ENSG00000259976.1	9.650	21.099	-1.053	4.33e-78
RP11-490M8.1	ENSG00000260025.1	2.000	5.650	-1.148	9.01e-78
HOXB7	ENSG00000260027.4	7.660	2.730	1.215	2.92e-41
LA16c-390E6.4	ENSG00000260051.1	0.590	4.360	-1.753	1.77e-100
RP5-1142A6.9	ENSG00000260121.1	1.120	6.960	-1.909	9.94e-141
RP11-212I21.2	ENSG00000260135.6	0.630	3.460	-1.452	6.72e-61
RP11-616M22.5	ENSG00000260182.1	0.000	1.440	-1.287	1.49e-69
RP11-424G14.1	ENSG00000260197.1	0.000	1.390	-1.257	8.89e-58
RP5-1085F17.3	ENSG00000260257.2	2.930	7.990	-1.194	1.76e-107
RP11-44F21.5	ENSG00000260265.1	3.250	0.350	1.655	1.15e-71
SLX1B-SULT1A4	ENSG00000260280.5	2.350	6.350	-1.134	1.58e-46
