Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
RPS2P55	ENSG00000216866.5	5.165	0.720	1.842	2.64e-195
RP11-204C16.4	ENSG00000217624.2	4.035	0.275	1.982	4.80e-197
RP11-889L3.1	ENSG00000218227.3	2.475	6.215	-1.054	1.59e-74
FAM228B	ENSG00000219626.8	5.300	12.825	-1.134	5.31e-91
RP11-40C6.2	ENSG00000219928.2	727.270	1.890	7.977	5.02e-242
VAMP2	ENSG00000220205.8	25.480	90.465	-1.788	1.04e-207
PKMP3	ENSG00000220563.1	0.230	1.465	-1.003	3.43e-146
MTMR9LP	ENSG00000220785.7	1.755	18.100	-2.793	1.46e-197
MAGEA3	ENSG00000221867.8	2.650	0.000	1.868	5.45e-62
ZNF880	ENSG00000221923.8	4.005	9.945	-1.129	1.75e-57
TRIM16	ENSG00000221926.11	45.551	16.085	1.446	8.17e-75
SLC12A8	ENSG00000221955.10	15.825	3.945	1.767	6.49e-152
FADS3	ENSG00000221968.8	13.955	67.714	-2.200	8.81e-154
MYBPHL	ENSG00000221986.6	0.110	1.310	-1.057	1.92e-60
IGLC6	ENSG00000222037.5	1.895	0.370	1.079	2.61e-36
RN7SKP16	ENSG00000222112.1	0.335	3.065	-1.606	6.98e-125
RNU2-2P	ENSG00000222328.1	0.915	3.960	-1.373	7.71e-12
IGLV9-49	ENSG00000223350.2	7.545	2.275	1.384	2.83e-20
FTH1P10	ENSG00000223361.5	2.405	6.630	-1.164	1.03e-76
RP11-211G3.2	ENSG00000223401.1	0.130	2.335	-1.561	4.32e-143
RP11-632K20.7	ENSG00000223509.8	2.845	14.080	-1.972	6.69e-125
HLA-DQB1-AS1	ENSG00000223534.1	0.360	3.505	-1.728	4.23e-77
TMSB4XP4	ENSG00000223551.1	0.660	4.145	-1.632	1.51e-171
RP11-24F11.2	ENSG00000223552.1	0.110	1.400	-1.113	1.24e-190
TINCR	ENSG00000223573.6	5.015	1.565	1.230	8.20e-47
RP11-289I10.2	ENSG00000223612.3	8.945	1.990	1.734	9.97e-128
NSUN5P1	ENSG00000223705.9	13.970	35.530	-1.287	9.20e-43
RP4-717I23.3	ENSG00000223745.7	6.820	27.240	-1.852	1.56e-103
TSSC2	ENSG00000223756.6	0.610	4.810	-1.851	1.66e-145
IL10RB-AS1	ENSG00000223799.1	2.680	6.695	-1.064	4.71e-126
RPS20P14	ENSG00000223803.1	0.660	3.050	-1.287	2.30e-94
FAM95B1	ENSG00000223839.7	0.615	5.465	-2.001	1.63e-108
IGKV3D-15	ENSG00000224041.3	9.950	0.495	2.873	1.50e-70
SNHG14	ENSG00000224078.12	5.695	23.160	-1.851	9.16e-131
UBE2SP2	ENSG00000224126.2	17.085	0.300	3.798	1.01e-315
RP11-371A19.2	ENSG00000224215.1	0.040	2.085	-1.569	1.65e-175
LINC01133	ENSG00000224259.5	8.975	0.430	2.802	7.17e-81
MSL3P1	ENSG00000224287.2	4.660	0.330	2.089	2.61e-177
RP11-344B5.2	ENSG00000224307.1	0.920	3.810	-1.325	9.07e-78
IGHV4-59	ENSG00000224373.3	80.225	18.685	2.045	1.50e-29
PRR29	ENSG00000224383.7	0.790	8.205	-2.362	2.02e-171
LINC01272	ENSG00000224397.5	5.540	33.771	-2.411	7.07e-179
SNRPGP15	ENSG00000224543.4	1.995	8.965	-1.734	3.68e-83
RP11-51O6.1	ENSG00000224631.4	47.500	23.165	1.005	6.84e-93
IGHV3-74	ENSG00000224650.2	22.945	7.635	1.471	6.88e-20
LINC00885	ENSG00000224652.1	2.470	0.160	1.581	5.52e-112
SH3BP5-AS1	ENSG00000224660.1	1.555	18.820	-2.956	3.47e-233
ZNF812	ENSG00000224689.7	2.045	0.470	1.051	2.07e-44
NPIPA3	ENSG00000224712.10	2.560	8.555	-1.424	5.22e-76
RPL32P1	ENSG00000224796.1	0.110	1.800	-1.335	9.07e-117
RP11-651P23.4	ENSG00000224831.3	9.985	3.505	1.286	1.04e-117
GCSHP5	ENSG00000224837.1	22.715	8.510	1.318	7.50e-112
RP11-82L18.2	ENSG00000224945.1	0.995	11.920	-2.695	3.33e-217
PGM5-AS1	ENSG00000224958.5	0.000	1.445	-1.290	1.65e-213
RP1-278O22.1	ENSG00000224961.1	1.685	0.180	1.186	3.66e-74
INE1	ENSG00000224975.1	1.110	4.460	-1.372	1.98e-113
RP11-524H19.2	ENSG00000224984.1	2.035	0.000	1.602	4.39e-128
RP11-228B15.4	ENSG00000225032.5	0.725	9.365	-2.587	2.07e-196
LINC00092	ENSG00000225194.2	0.245	2.025	-1.281	6.11e-103
HSPA7	ENSG00000225217.1	3.105	14.885	-1.952	2.55e-72
RP11-415J8.3	ENSG00000225313.5	1.720	13.720	-2.436	3.36e-151
LHFPL3-AS2	ENSG00000225329.3	0.380	3.204	-1.607	1.12e-57
RP11-513I15.6	ENSG00000225339.3	5.340	13.300	-1.174	1.22e-68
SFTA1P	ENSG00000225383.6	2.145	75.766	-4.609	1.95e-249
RP11-396C23.2	ENSG00000225518.2	1.965	0.420	1.062	1.85e-88
IGKV6D-21	ENSG00000225523.2	3.340	0.995	1.121	1.42e-20
RPL35P5	ENSG00000225573.4	8.300	2.895	1.256	5.39e-83
MTND2P28	ENSG00000225630.1	127.450	289.094	-1.175	1.80e-25
SBDSP1	ENSG00000225648.5	17.890	37.750	-1.037	9.35e-96
SLC26A6	ENSG00000225697.10	10.420	26.425	-1.264	1.79e-53
FAM229A	ENSG00000225828.1	1.260	9.805	-2.257	4.10e-149
RUSC1-AS1	ENSG00000225855.6	3.560	14.380	-1.754	1.76e-92
HCG4P11	ENSG00000225864.1	0.320	2.650	-1.467	1.97e-104
LINC00694	ENSG00000225873.1	0.110	3.185	-1.915	8.12e-251
LINC00115	ENSG00000225880.5	1.050	3.245	-1.050	1.46e-62
RP11-384K6.2	ENSG00000225892.3	2.605	8.590	-1.411	2.04e-95
MTND1P23	ENSG00000225972.1	3.725	9.535	-1.157	9.17e-23
ZNF503-AS1	ENSG00000226051.6	0.405	3.180	-1.573	9.06e-92
MEMO1P1	ENSG00000226054.2	2.390	0.670	1.021	1.24e-166
RP4-706A16.3	ENSG00000226084.5	60.719	24.255	1.289	9.99e-61
UQCRFS1P1	ENSG00000226085.3	3.755	1.175	1.128	1.59e-56
LINC00937	ENSG00000226091.7	0.550	4.130	-1.727	7.52e-114
RP1-137D17.1	ENSG00000226194.5	0.305	2.080	-1.239	5.19e-111
RP11-419C5.2	ENSG00000226232.8	2.305	13.915	-2.174	2.12e-127
RP1-18D14.7	ENSG00000226252.1	0.010	1.530	-1.325	2.99e-194
RP11-61N20.3	ENSG00000226268.3	6.960	1.215	1.845	2.52e-155
RP11-157P1.4	ENSG00000226332.2	2.840	10.195	-1.544	4.94e-62
HAGLROS	ENSG00000226363.3	2.495	0.110	1.655	6.00e-120
RP5-1056L3.3	ENSG00000226396.1	1.450	4.699	-1.218	1.22e-56
RP11-379B8.1	ENSG00000226453.1	2.255	0.210	1.428	8.44e-119
RP11-776H12.1	ENSG00000226476.2	1.090	0.020	1.035	1.09e-140
TMEM185B	ENSG00000226479.3	21.050	9.910	1.015	3.22e-91
FTLP3	ENSG00000226608.3	5.395	23.889	-1.960	1.36e-120
LENG8-AS1	ENSG00000226696.5	2.635	7.970	-1.303	2.66e-66
HSBP1L1	ENSG00000226742.3	14.545	30.415	-1.015	1.47e-70
TBCAP1	ENSG00000226781.1	2.435	0.310	1.391	1.24e-135
ERVMER34-1	ENSG00000226887.7	3.675	0.625	1.525	1.10e-100
LINC00511	ENSG00000227036.6	32.820	1.500	3.758	1.57e-270
ITGB2-AS1	ENSG00000227039.6	1.150	7.220	-1.935	1.17e-107
RPS28P7	ENSG00000227097.5	942.336	320.292	1.554	1.89e-113
TRGC2	ENSG00000227191.6	2.015	8.635	-1.676	4.59e-87
PFN1P6	ENSG00000227212.3	0.580	3.450	-1.494	5.33e-100
RP11-261C10.5	ENSG00000227230.1	0.130	1.550	-1.174	7.48e-153
WASH7P	ENSG00000227232.5	3.395	15.885	-1.942	2.65e-123
KRT16P2	ENSG00000227300.12	1.050	3.705	-1.198	5.17e-25
RP11-258C19.4	ENSG00000227329.2	0.000	1.985	-1.578	9.15e-28
TP73-AS1	ENSG00000227372.10	6.710	16.500	-1.183	9.14e-91
LINC01268	ENSG00000227502.2	0.100	1.865	-1.381	8.39e-143
SPAG5-AS1	ENSG00000227543.4	1.060	3.470	-1.118	1.28e-94
RP1-28O10.1	ENSG00000227591.5	0.420	1.900	-1.030	1.50e-83
RP11-864N7.2	ENSG00000227615.1	2.900	7.240	-1.079	5.74e-68
SOX21-AS1	ENSG00000227640.2	2.520	0.040	1.759	2.02e-123
HIGD1AP11	ENSG00000227644.2	0.000	1.030	-1.021	7.47e-67
RP11-488L18.4	ENSG00000227671.4	15.055	67.615	-2.096	1.32e-129
HCG4P5	ENSG00000227766.1	1.515	5.680	-1.409	5.02e-52
RP1-283E3.4	ENSG00000227775.3	1.875	5.375	-1.149	7.90e-73
TARID	ENSG00000227954.6	0.090	5.345	-2.541	1.01e-228
GEMIN8P4	ENSG00000228175.3	2.105	0.475	1.074	1.15e-132
GAPDHP1	ENSG00000228232.1	2.505	0.645	1.091	1.52e-110
MT-ATP8	ENSG00000228253.1	7036.537	20783.484	-1.562	1.41e-65
ORM2	ENSG00000228278.3	0.540	2.420	-1.151	4.52e-20
PCAT6	ENSG00000228288.6	7.705	1.380	1.871	6.21e-156
GUSBP11	ENSG00000228315.11	4.245	22.604	-2.170	2.27e-115
RP11-251M1.1	ENSG00000228401.4	0.170	8.345	-2.998	7.76e-276
RP3-342P20.2	ENSG00000228477.1	0.590	3.845	-1.607	2.75e-83
LINC01125	ENSG00000228486.9	1.660	12.690	-2.364	8.15e-169
RAB11FIP1P1	ENSG00000228492.2	1.390	4.675	-1.248	3.02e-98
RP1-241P17.4	ENSG00000228532.4	31.900	3.245	2.954	1.06e-155
RP3-340B19.3	ENSG00000228559.1	0.080	1.225	-1.043	3.61e-101
RP5-1160K1.6	ENSG00000228703.1	0.360	2.820	-1.490	1.65e-128
SRGAP3-AS2	ENSG00000228723.6	0.080	1.250	-1.059	4.43e-35
SAPCD1	ENSG00000228727.8	1.360	4.695	-1.271	6.18e-50
FAM207BP	ENSG00000228797.2	1.565	0.250	1.037	7.07e-148
RP11-567G11.1	ENSG00000228952.1	1.765	0.000	1.467	2.02e-84
OR2A9P	ENSG00000228960.5	3.750	10.030	-1.215	9.20e-67
VDAC1P8	ENSG00000229036.7	1.105	5.020	-1.516	1.53e-130
VIM-AS1	ENSG00000229124.6	1.520	4.275	-1.066	6.77e-71
GS1-124K5.11	ENSG00000229180.5	0.940	3.770	-1.298	2.74e-160
HMGN1P37	ENSG00000229237.2	4.300	0.000	2.406	2.59e-205
RP11-483F11.7	ENSG00000229278.1	1.215	0.000	1.147	2.73e-83
ORM1	ENSG00000229314.5	1.585	9.044	-1.958	5.46e-49
RP11-274B21.12	ENSG00000229413.2	9.520	24.665	-1.287	9.59e-65
SFTA3	ENSG00000229415.9	3.840	131.789	-4.778	1.58e-156
PATL2	ENSG00000229474.6	1.000	5.725	-1.750	1.81e-129
PRDX3P1	ENSG00000229598.1	0.350	1.910	-1.108	1.22e-94
RP11-481H12.1	ENSG00000230018.1	0.280	3.870	-1.928	2.16e-154
TMSB4XP6	ENSG00000230043.1	0.000	65.025	-6.045	1.48e-78
TRPM2-AS	ENSG00000230061.2	3.035	0.080	1.902	2.08e-98
RP3-508I15.19	ENSG00000230149.2	0.790	3.790	-1.420	2.42e-112
RP11-632C17__A.1	ENSG00000230202.1	5.480	14.030	-1.214	9.12e-53
PHBP9	ENSG00000230224.1	0.450	2.240	-1.160	7.37e-132
FEZF1-AS1	ENSG00000230316.6	2.175	0.070	1.569	8.33e-83
GOLGA6L5P	ENSG00000230373.8	2.460	15.200	-2.227	2.13e-131
TCEA1P2	ENSG00000230409.3	6.975	1.400	1.732	2.41e-117
RP5-902P8.10	ENSG00000230415.1	0.510	2.300	-1.128	6.56e-70
LIMD1-AS1	ENSG00000230530.1	6.850	24.685	-1.710	1.02e-216
RP11-305L7.1	ENSG00000230537.1	0.200	1.640	-1.138	5.20e-166
PABPC1P3	ENSG00000230673.3	0.370	1.960	-1.111	3.50e-100
RP11-274B21.4	ENSG00000230715.3	9.600	34.735	-1.753	3.14e-100
LINC01001	ENSG00000230724.9	16.490	34.915	-1.038	7.26e-35
FOXD3-AS1	ENSG00000230798.5	1.885	0.000	1.529	1.21e-95
RP3-525N10.2	ENSG00000230910.2	0.060	6.125	-2.749	5.55e-214
MIR205HG	ENSG00000230937.9	129.359	0.645	6.308	8.32e-235
RP11-367G18.1	ENSG00000230943.1	6.725	0.140	2.760	9.24e-145
RP4-631H13.6	ENSG00000230953.2	0.000	1.920	-1.546	7.50e-24
RP11-263K19.4	ENSG00000231064.5	1.780	7.825	-1.667	2.05e-140
KLF3-AS1	ENSG00000231160.9	0.700	3.485	-1.400	1.45e-93
RPL13AP17	ENSG00000231322.5	0.070	1.560	-1.259	2.25e-70
HLA-DPA1	ENSG00000231389.7	153.659	337.185	-1.129	1.04e-46
IGHV4-31	ENSG00000231475.3	25.985	2.815	2.822	7.55e-50
LINC-PINT	ENSG00000231721.6	2.950	22.554	-2.576	2.20e-224
RP11-229P13.23	ENSG00000231864.2	1.195	0.000	1.134	1.71e-76
PGM5P4-AS1	ENSG00000231943.7	0.060	1.450	-1.209	2.94e-177
RP11-67C2.2	ENSG00000231964.1	0.140	3.170	-1.871	2.63e-183
LSM12P1	ENSG00000232024.2	18.845	5.125	1.696	2.55e-144
IMPDH1P10	ENSG00000232133.1	0.830	4.725	-1.645	2.88e-137
FERP1	ENSG00000232149.1	0.420	2.180	-1.163	2.14e-115
RP11-311P8.2	ENSG00000232186.1	0.170	1.375	-1.021	3.78e-148
IGHV3-43	ENSG00000232216.1	14.245	1.875	2.407	6.13e-46
RP11-154D6.1	ENSG00000232295.7	0.190	2.280	-1.463	2.10e-147
SEMA3B-AS1	ENSG00000232352.1	0.200	2.230	-1.429	2.42e-158
VIPR1-AS1	ENSG00000232354.7	0.240	10.390	-3.199	6.81e-214
RP11-132A1.4	ENSG00000232445.1	3.530	0.320	1.779	4.23e-105
GOLGA8N	ENSG00000232653.8	1.565	9.935	-2.092	9.87e-181
LINC00665	ENSG00000232677.6	10.260	4.395	1.062	1.22e-21
SLCO4A1-AS1	ENSG00000232803.1	0.190	2.120	-1.391	3.92e-74
RP11-536K7.3	ENSG00000232807.2	1.090	7.550	-2.032	2.92e-222
LINC00342	ENSG00000232931.5	2.580	11.495	-1.803	8.02e-91
RP11-324O2.3	ENSG00000232934.7	0.210	2.870	-1.677	3.70e-210
SNHG7	ENSG00000233016.6	21.385	59.697	-1.439	6.37e-78
RP11-1212A22.4	ENSG00000233024.7	48.381	155.308	-1.662	5.31e-89
HOXB-AS3	ENSG00000233101.10	1.920	9.515	-1.848	7.03e-117
LINC00702	ENSG00000233117.2	0.265	2.905	-1.626	7.27e-176
LINC00472	ENSG00000233237.6	0.195	4.435	-2.185	4.10e-241
USP32P2	ENSG00000233327.10	0.550	3.220	-1.445	3.86e-37
HOTAIRM1	ENSG00000233429.9	9.590	26.500	-1.377	2.14e-50
RP11-295G20.2	ENSG00000233461.5	19.145	5.735	1.581	1.82e-90
TWIST2	ENSG00000233608.3	2.515	9.180	-1.534	9.91e-82
RP11-62H7.2	ENSG00000233609.3	0.210	1.965	-1.293	1.45e-158
GAS6-AS1	ENSG00000233695.2	0.395	2.025	-1.117	6.31e-73
RP11-255H23.2	ENSG00000233836.7	1.070	3.920	-1.249	2.06e-74
LINC01503	ENSG00000233901.5	21.995	7.290	1.472	2.11e-80
Z83851.4	ENSG00000233903.2	2.340	0.370	1.286	6.67e-152
MT1XP1	ENSG00000233929.1	0.000	1.330	-1.220	6.96e-28
UBE2SP1	ENSG00000233966.1	5.785	0.540	2.139	2.04e-190
RP11-250B2.3	ENSG00000233967.6	0.435	1.950	-1.040	1.82e-81
IGKV3OR2-268	ENSG00000233999.3	3.985	0.300	1.939	4.56e-62
LANCL1-AS1	ENSG00000234281.5	0.070	2.945	-1.882	4.62e-129
H2BFS	ENSG00000234289.5	8.270	2.620	1.357	2.10e-81
ZNF37BP	ENSG00000234420.7	2.150	8.630	-1.612	6.22e-112
MAGI2-AS3	ENSG00000234456.7	2.965	24.190	-2.667	1.53e-231
LINC01506	ENSG00000234506.5	0.265	2.495	-1.466	5.44e-131
RP11-465N4.4	ENSG00000234678.1	5.255	2.025	1.048	4.13e-68
RP11-166B2.1	ENSG00000234719.8	2.345	9.565	-1.659	4.00e-103
HLA-B	ENSG00000234745.9	966.549	2104.336	-1.122	9.82e-54
TPT1P9	ENSG00000234782.3	0.360	1.790	-1.037	5.37e-127
RP11-124N14.3	ENSG00000234961.1	0.305	1.770	-1.086	5.29e-136
FABP5P7	ENSG00000234964.4	177.293	78.473	1.166	4.79e-41
SEMA3F-AS1	ENSG00000235016.1	0.555	4.200	-1.742	3.46e-206
RP11-61I13.3	ENSG00000235033.7	0.435	5.900	-2.265	1.17e-201
TECRP1	ENSG00000235043.3	8.765	2.675	1.410	3.71e-111
SUMO1P3	ENSG00000235082.2	4.975	1.470	1.274	2.33e-81
RPL39P3	ENSG00000235174.1	822.401	310.348	1.403	2.43e-68
PPP1R3E	ENSG00000235194.8	5.645	13.845	-1.160	4.33e-46
SUMO2P1	ENSG00000235238.1	9.810	2.070	1.816	1.03e-72
RP11-122K13.12	ENSG00000235245.1	0.880	4.660	-1.590	1.84e-122
FAM103A2P	ENSG00000235272.1	10.510	3.530	1.345	3.98e-58
RP11-70C1.3	ENSG00000235288.3	6.235	0.345	2.427	5.20e-23
RP11-575L7.8	ENSG00000235298.1	1.265	4.705	-1.333	7.26e-69
SNRPGP10	ENSG00000235363.1	3.925	16.450	-1.825	1.58e-76
RP11-206L10.3	ENSG00000235373.1	1.010	4.505	-1.453	2.24e-90
LINC00961	ENSG00000235387.1	0.320	3.490	-1.766	4.60e-209
RP4-639F20.1	ENSG00000235501.5	2.280	11.600	-1.942	1.95e-149
RP11-693N9.2	ENSG00000235505.7	3.850	19.980	-2.113	1.01e-177
RPS2P7	ENSG00000235508.3	0.590	3.115	-1.372	3.79e-99
NFAM1	ENSG00000235568.6	1.790	6.910	-1.503	1.64e-96
POU5F1P3	ENSG00000235602.5	0.210	1.725	-1.171	5.57e-128
NUS1P1	ENSG00000235636.1	4.135	0.930	1.412	4.51e-126
H3F3AP4	ENSG00000235655.3	332.785	152.402	1.122	1.24e-82
LINC00894	ENSG00000235703.5	1.155	8.155	-2.087	1.83e-119
HMGN1P36	ENSG00000235734.4	3.145	0.000	2.051	1.74e-184
KIAA0040	ENSG00000235750.9	9.840	39.910	-1.916	1.02e-155
LINC01564	ENSG00000235899.1	1.685	0.090	1.301	3.44e-77
RP1-159A19.3	ENSG00000235912.1	0.870	3.490	-1.264	6.46e-42
RP11-215A21.2	ENSG00000236058.3	2.785	0.370	1.466	7.00e-156
HSPB1P1	ENSG00000236060.2	27.460	0.485	4.260	2.54e-220
MYO16-AS1	ENSG00000236242.1	0.000	1.230	-1.157	1.14e-144
TRHDE-AS1	ENSG00000236333.3	0.010	2.085	-1.611	3.45e-156
LINC00854	ENSG00000236383.7	0.960	4.680	-1.535	2.67e-156
RP11-175B9.3	ENSG00000236439.4	2.470	19.885	-2.589	1.92e-147
PITPNA-AS1	ENSG00000236618.2	16.105	5.705	1.351	1.75e-115
RP11-411K7.1	ENSG00000236740.6	1.815	0.060	1.409	4.58e-93
RPL24P8	ENSG00000236801.1	1.050	5.375	-1.637	8.11e-124
LINC00106	ENSG00000236871.6	0.655	3.980	-1.589	1.17e-91
RP4-669L17.10	ENSG00000237094.11	16.280	39.030	-1.212	3.08e-42
ZNF503-AS2	ENSG00000237149.5	5.115	1.950	1.052	7.72e-77
NR2F1-AS1	ENSG00000237187.8	5.255	13.245	-1.187	1.21e-83
LINC00987	ENSG00000237248.4	0.705	2.670	-1.106	3.09e-69
SMG1P1	ENSG00000237296.9	3.910	9.250	-1.062	1.88e-63
TTN-AS1	ENSG00000237298.8	5.945	17.640	-1.424	4.72e-105
RGL2	ENSG00000237441.9	34.060	86.201	-1.315	2.54e-80
RP11-356I2.4	ENSG00000237499.6	1.280	4.145	-1.174	1.38e-90
RP11-690I21.1	ENSG00000237641.1	0.440	1.885	-1.002	4.38e-78
RP11-462G2.1	ENSG00000237643.1	0.185	1.870	-1.276	1.10e-33
KIFC1	ENSG00000237649.7	21.490	1.755	3.029	3.18e-258
HCG4P3	ENSG00000237669.1	0.385	1.985	-1.108	2.61e-118
RP11-54A4.2	ENSG00000237781.3	0.065	1.135	-1.003	1.99e-152
PHKA2-AS1	ENSG00000237836.5	0.270	2.080	-1.278	8.23e-138
LINC00649	ENSG00000237945.7	4.845	1.510	1.220	7.44e-111
KCNMB2-AS1	ENSG00000237978.5	11.965	0.000	3.697	2.66e-240
PTENP1	ENSG00000237984.3	3.610	1.030	1.183	9.03e-78
OR2I1P	ENSG00000237988.3	2.710	0.510	1.297	1.92e-44
RPL35P1	ENSG00000237991.3	3.160	0.690	1.300	5.40e-105
PAGR1	ENSG00000238045.9	5.270	13.170	-1.176	4.00e-82
ZEB2-AS1	ENSG00000238057.8	0.240	3.060	-1.711	3.49e-246
LRRC37A2	ENSG00000238083.7	5.745	13.935	-1.147	4.54e-69
GOLGA2P5	ENSG00000238105.7	1.715	6.850	-1.532	1.41e-81
RP3-395M20.8	ENSG00000238164.6	1.550	14.705	-2.623	2.06e-209
SNORD10	ENSG00000238917.1	0.000	4.800	-2.536	3.85e-9
NCK1-AS1	ENSG00000239213.5	8.710	2.460	1.489	1.53e-142
RP11-464D20.2	ENSG00000239246.3	4.300	0.780	1.574	5.90e-125
RPL23AP1	ENSG00000239257.1	0.825	6.890	-2.112	3.87e-194
RP11-384F7.2	ENSG00000239268.2	0.000	1.990	-1.580	5.38e-191
GATSL3	ENSG00000239282.7	6.405	14.840	-1.097	1.89e-60
TMED10P2	ENSG00000239405.1	0.085	1.345	-1.112	2.06e-127
KLHL41	ENSG00000239474.6	0.120	1.320	-1.051	3.12e-122
IGKV2D-30	ENSG00000239571.1	2.255	0.330	1.291	1.80e-31
RP11-295P9.3	ENSG00000239665.8	5.195	27.124	-2.183	5.89e-141
NME1	ENSG00000239672.7	167.526	31.400	2.379	2.70e-172
TNFSF12	ENSG00000239697.10	15.965	67.241	-2.008	4.67e-186
RP4-800G7.1	ENSG00000239719.1	1.580	0.000	1.367	2.44e-30
MRPS17	ENSG00000239789.5	18.235	7.680	1.148	1.39e-110
IGKV1D-8	ENSG00000239819.2	1.820	0.170	1.269	6.58e-50
IGKV1-6	ENSG00000239855.1	30.765	8.360	1.763	5.67e-26
RN7SL608P	ENSG00000239884.3	1.320	7.165	-1.815	4.92e-103
IGKV3-20	ENSG00000239951.1	797.587	132.329	2.582	9.46e-41
IGKV1D-33	ENSG00000239975.2	9.545	0.000	3.398	1.92e-85
LILRA2	ENSG00000239998.5	1.310	9.350	-2.164	1.37e-173
LY6G5B	ENSG00000240053.8	2.965	22.600	-2.573	7.88e-152
RP11-657O9.1	ENSG00000240086.5	1.115	0.000	1.081	1.96e-84
PCDHGC3	ENSG00000240184.6	29.325	95.180	-1.665	2.87e-128
SMKR1	ENSG00000240204.2	2.830	0.455	1.396	1.77e-67
RP11-430C7.5	ENSG00000240219.1	0.180	1.445	-1.051	2.08e-85
RP11-146D12.2	ENSG00000240240.8	0.270	2.180	-1.324	1.23e-105
RP11-499P20.2	ENSG00000240291.1	0.630	3.060	-1.317	1.26e-120
IGKV1-17	ENSG00000240382.3	91.932	16.824	2.382	3.20e-33
IGKV1-8	ENSG00000240671.2	59.663	11.105	2.325	6.69e-37
PNMA2	ENSG00000240694.8	0.670	4.695	-1.770	3.12e-173
RP5-890O3.9	ENSG00000240731.1	2.590	7.995	-1.325	3.52e-78
KRBOX1	ENSG00000240747.7	0.530	2.160	-1.046	4.64e-15
TMEM189	ENSG00000240849.10	79.550	31.970	1.289	3.01e-116
IGKV1-16	ENSG00000240864.3	65.700	13.650	2.187	7.47e-29
MIF	ENSG00000240972.1	785.489	226.944	1.787	1.16e-121
RP11-244H3.1	ENSG00000241014.1	0.715	3.465	-1.380	4.30e-174
RP11-147I3.1	ENSG00000241170.2	1.410	5.490	-1.429	5.06e-69
IGKV1D-16	ENSG00000241244.1	7.004	1.575	1.636	2.77e-27
IGKV2-24	ENSG00000241294.1	40.215	12.385	1.623	4.52e-17
IGKV3-11	ENSG00000241351.2	1039.950	168.189	2.621	1.51e-44
RPL37P6	ENSG00000241431.1	2.470	0.000	1.795	1.08e-135
IDS	ENSG00000241489.7	2.985	10.895	-1.578	4.18e-70
PSMC1P1	ENSG00000241506.1	34.744	12.460	1.409	2.12e-128
UGT1A1	ENSG00000241635.7	1.360	0.005	1.232	1.04e-77
INMT	ENSG00000241644.2	2.365	191.559	-5.839	0.00e+0
IGKV1-9	ENSG00000241755.1	101.673	19.545	2.321	7.33e-34
LINC00893	ENSG00000241769.7	2.270	18.150	-2.550	6.23e-127
SPRR2A	ENSG00000241794.1	76.034	0.410	5.772	2.49e-118
PLEKHO2	ENSG00000241839.9	13.415	42.685	-1.600	3.35e-156
RP11-34P13.13	ENSG00000241860.6	5.145	12.710	-1.158	2.27e-39
RP11-242C19.2	ENSG00000241886.1	0.110	1.385	-1.103	1.31e-135
TCEB1P19	ENSG00000241975.1	1.395	5.495	-1.439	8.02e-113
IGKV1-33	ENSG00000242076.2	276.416	44.569	2.606	1.55e-40
MTFP1	ENSG00000242114.5	27.710	11.830	1.162	1.61e-78
SNHG3	ENSG00000242125.3	14.425	30.605	-1.035	6.52e-32
PEG10	ENSG00000242265.5	7.785	21.174	-1.336	1.59e-22
STAG3L5P	ENSG00000242294.6	10.260	22.585	-1.067	3.58e-25
NPPA-AS1	ENSG00000242349.5	0.500	5.700	-2.159	2.16e-167
IGKV1-39	ENSG00000242371.1	5.720	1.715	1.308	7.10e-21
UGT1A10	ENSG00000242515.5	2.060	0.000	1.613	2.62e-61
IGKV2D-28	ENSG00000242534.2	63.346	2.170	4.343	6.91e-86
HLA-DMB	ENSG00000242574.8	45.155	96.268	-1.075	6.21e-34
RP11-274B21.14	ENSG00000242588.5	3.125	10.405	-1.467	1.87e-91
MBL1P	ENSG00000242600.6	0.260	3.710	-1.902	2.99e-170
RP11-302F12.1	ENSG00000242640.1	0.000	11.225	-3.612	7.86e-80
RGAG4	ENSG00000242732.4	1.610	6.035	-1.430	7.14e-119
SOX2-OT	ENSG00000242808.7	2.670	0.210	1.601	6.14e-68
RP11-285F7.2	ENSG00000242861.1	3.360	17.075	-2.052	2.89e-161
GK-AS1	ENSG00000243055.1	0.180	2.210	-1.444	3.59e-157
UGT1A3	ENSG00000243135.5	1.240	0.000	1.163	5.99e-77
IGKV2-30	ENSG00000243238.1	23.515	10.590	1.081	9.40e-11
STON1	ENSG00000243244.5	3.445	12.200	-1.570	2.84e-106
IGKV2D-29	ENSG00000243264.2	22.795	4.520	2.108	5.96e-32
IGKV1-12	ENSG00000243290.1	6.385	1.615	1.498	1.89e-28
RP11-274B21.2	ENSG00000243302.3	9.075	30.819	-1.659	2.53e-94
RN7SL8P	ENSG00000243352.3	0.000	1.685	-1.425	1.72e-59
IGKV1-5	ENSG00000243466.1	267.074	43.060	2.605	2.18e-40
NAT6	ENSG00000243477.5	6.145	15.585	-1.215	1.88e-115
TNFRSF6B	ENSG00000243509.4	4.795	18.835	-1.775	5.52e-30
UPK3B	ENSG00000243566.6	3.890	42.190	-3.143	8.59e-93
RN7SL834P	ENSG00000243650.3	0.400	2.995	-1.513	6.91e-121
